Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Time,Merchant_Category,Transaction_Location,Card_Type,Device_Type,Is_Fraud
T104050,C1253,484.36,07-04-25 09:24,Gas,Delacruzburgh,Debit,Web,0
T104051,C2175,290.56,25-05-25 03:15,Groceries,Jillianville,Debit,Web,0
T104052,C4141,341.19,27-01-25 06:29,Clothing,East Thomas,Debit,Web,0
T104053,C8305,209.49,16-04-25 02:46,Clothing,Ramirezport,Prepaid,Mobile,0
T104054,C6269,412.07,01-06-25 22:09,Gas,Sandersshire,Prepaid,Mobile,0
T104055,C4872,66.63,19-08-25 20:03,Groceries,Romerohaven,Prepaid,POS,0
T104056,C1235,481.55,05-05-25 03:15,Clothing,Lake Coryland,Prepaid,Mobile,0
T104057,C4043,345.02,19-05-25 00:43,Electronics,Alexanderbury,Credit,Mobile,0
T104058,C7331,516.88,06-03-25 09:17,Gas,Blackburnville,Credit,Mobile,0
T104059,C3114,376.04,01-06-25 11:34,Entertainment,Shaneshire,Debit,POS,0
T104060,C5342,291.6,13-08-25 00:20,Clothing,Davidport,Prepaid,POS,0
T104061,C6484,113.67,30-01-25 00:17,Clothing,New Heatherchester,Debit,Mobile,0
T104062,C5147,546.21,01-08-25 02:29,Health,Lake Kayla,Credit,POS,0
T104063,C5266,267.68,28-08-25 00:20,Electronics,Brandyhaven,Credit,Web,0
T104064,C5866,279.84,28-06-25 09:45,Clothing,Lisaside,Prepaid,Mobile,0
T104065,C2969,515.23,29-03-25 05:58,Clothing,Lake Michael,Prepaid,POS,0
T104066,C1006,354.3,09-06-25 22:54,Gas,West Dianeport,Prepaid,Mobile,0
T104067,C3853,219.08,30-04-25 20:45,Entertainment,Jonathanport,Prepaid,POS,0
T104068,C3138,82.11,16-04-25 21:05,Electronics,New Annetteport,Prepaid,Web,0
T104069,C7957,140.22,03-04-25 16:52,Gas,South Cynthia,Credit,Mobile,0
T104070,C1148,415.28,22-05-25 15:22,Gas,Lake Jimmy,Prepaid,Mobile,0
T104071,C6769,473.14,16-06-25 23:53,Groceries,Johnberg,Credit,Web,0
T104072,C2034,285.22,14-01-25 03:45,Groceries,Allenside,Credit,POS,0
T104073,C1365,416.64,05-07-25 08:11,Clothing,Raymondburgh,Credit,Mobile,0
T104074,C8696,395.82,09-05-25 17:04,Groceries,South Sheilaville,Prepaid,POS,0
T104075,C9202,171.81,22-08-25 20:55,Electronics,Jeffreyfurt,Debit,POS,0
T104076,C6270,358.05,21-06-25 02:42,Entertainment,Chambersmouth,Prepaid,POS,0
T104077,C7759,443.45,25-03-25 07:39,Clothing,South Terri,Debit,Web,0
T104078,C6291,56.6,29-08-25 02:26,Travel,Kennethhaven,Prepaid,Web,0
T104079,C6214,49.43,17-08-25 22:41,Entertainment,Andrewberg,Debit,POS,0
T104080,C9392,142.72,12-07-25 02:32,Travel,Kennethchester,Prepaid,Mobile,0
T104081,C1263,149.61,26-03-25 13:46,Electronics,Meganfort,Debit,POS,1
T104082,C8478,136.69,01-02-25 11:51,Entertainment,South Sarahmouth,Debit,Mobile,0
T104083,C4081,161.64,31-07-25 17:08,Clothing,Lake Arielchester,Prepaid,Mobile,0
T104084,C4604,235.23,25-04-25 03:27,Entertainment,North Jason,Credit,POS,0
T104085,C1115,139.93,24-04-25 02:31,Health,Parkshaven,Credit,Web,0
T104086,C6025,424.64,22-04-25 07:06,Entertainment,South Sarahborough,Prepaid,POS,0
T104087,C5017,327.69,01-03-25 11:25,Restaurants,Lopezborough,Debit,Web,0
T104088,C9000,167.79,16-08-25 08:08,Entertainment,Jessicashire,Debit,Web,0
T104089,C7232,134.72,10-03-25 06:37,Clothing,Mooremouth,Debit,POS,0
T104090,C1065,526.07,25-04-25 17:13,Restaurants,South Mason,Credit,Mobile,0
T104091,C8279,481.29,21-03-25 10:18,Entertainment,Jamesburgh,Prepaid,POS,0
T104092,C8696,380.25,24-04-25 15:43,Clothing,Port Kristin,Debit,POS,0
T104093,C6521,176.11,07-07-25 07:18,Clothing,Coryshire,Credit,POS,0
T104094,C2249,301.61,27-03-25 13:58,Entertainment,Port Adam,Prepaid,POS,0
T104095,C2502,392.33,26-01-25 15:02,Electronics,West Kevin,Debit,POS,0
T104096,C7545,189.26,13-01-25 22:17,Restaurants,Hallhaven,Credit,Web,0
T104097,C2060,243.8,30-05-25 17:10,Gas,Christinaberg,Credit,POS,0
T104098,C5145,336.51,10-03-25 19:05,Clothing,South Clinton,Credit,Mobile,0
T104099,C5310,52.08,14-05-25 00:14,Entertainment,East Nathan,Debit,Web,0
T104100,C7182,212.08,17-04-25 03:41,Clothing,Maldonadoborough,Prepaid,POS,0
T104101,C2767,399.7,18-06-25 20:27,Health,Lake Dustinmouth,Prepaid,Web,0
T104102,C8805,395.67,15-02-25 12:45,Clothing,Riversville,Credit,Mobile,0
T104103,C9722,241.83,04-08-25 04:19,Travel,North James,Prepaid,Mobile,1
T104104,C3358,179.56,27-02-25 21:42,Clothing,Amychester,Prepaid,Mobile,0
T104105,C6043,350.7,07-06-25 23:20,Travel,Loriview,Prepaid,Mobile,0
T104106,C7266,507.85,16-04-25 00:52,Entertainment,Carlostown,Debit,Web,0
T104107,C2447,144.73,08-03-25 10:35,Groceries,Jeremychester,Debit,POS,0
T104108,C4194,283.34,06-04-25 18:38,Gas,Lake Mark,Prepaid,Mobile,0
T104109,C1700,211.52,12-06-25 22:08,Electronics,South Ryanfurt,Credit,Web,0
T104110,C9760,112.61,08-06-25 08:15,Travel,Powellberg,Credit,Web,0
T104111,C5206,223.68,14-04-25 16:53,Clothing,Gordonton,Prepaid,POS,0
T104112,C5386,313.15,27-03-25 20:18,Travel,Jacobshire,Prepaid,POS,0
T104113,C3756,263.4,28-07-25 15:50,Health,North Brenda,Debit,POS,0
T104114,C9298,134.86,24-01-25 12:39,Groceries,South Andrewmouth,Credit,Mobile,1
T104115,C1583,445.37,21-02-25 20:27,Health,Stephanieburgh,Prepaid,Web,0
T104116,C2074,369.09,09-06-25 14:12,Groceries,Muellerside,Prepaid,Web,0
T104117,C5008,293.26,25-08-25 18:50,Gas,Edwardsberg,Prepaid,Mobile,0
T104118,C4888,234.67,28-01-25 08:55,Electronics,North Mariamouth,Prepaid,Web,0
T104119,C9019,491.27,14-06-25 23:59,Electronics,Matafurt,Credit,Mobile,0
T104120,C4699,473.72,28-02-25 19:40,Restaurants,Annaside,Prepaid,Mobile,0
T104121,C3788,92.43,30-08-25 13:17,Gas,New Sharonland,Debit,POS,0
T104122,C9788,501.24,18-02-25 21:21,Gas,North Andrew,Debit,POS,0
T104123,C6462,178.27,25-04-25 22:52,Groceries,Deborahfurt,Prepaid,Web,0
T104124,C5688,550.79,31-03-25 20:37,Health,West Makayla,Debit,Web,0
T104125,C5399,554.23,10-02-25 17:56,Entertainment,Andreashire,Prepaid,Mobile,0
T104126,C8136,469.95,04-04-25 01:02,Restaurants,New Teresa,Debit,POS,0
T104127,C6619,489.98,08-01-25 19:47,Restaurants,Joyton,Prepaid,Web,0
T104128,C7041,393.91,18-02-25 06:43,Groceries,Greenhaven,Credit,POS,0
T104129,C8239,413.42,15-05-25 09:08,Clothing,Port Brentbury,Debit,Web,0
T104130,C5296,527.83,05-06-25 15:37,Gas,Danielleburgh,Prepaid,POS,0
T104131,C7157,445.6,29-04-25 05:10,Electronics,Englishchester,Credit,Mobile,0
T104132,C7352,499.52,02-08-25 07:13,Restaurants,Beckyfort,Prepaid,Mobile,0
T104133,C3663,308.59,14-03-25 21:01,Health,Ericport,Credit,Mobile,0
T104134,C9068,139.44,03-05-25 16:33,Clothing,Fergusonfort,Prepaid,POS,0
T104135,C2263,455.77,04-03-25 13:17,Restaurants,Michaelamouth,Debit,Mobile,0
T104136,C9363,143.64,11-02-25 10:08,Electronics,Sarahstad,Prepaid,POS,0
T104137,C9484,265.53,02-01-25 08:15,Clothing,East Kim,Credit,Web,0
T104138,C9737,304.39,23-02-25 02:14,Entertainment,Lake Jonathan,Debit,Mobile,0
T104139,C3279,252.97,10-01-25 23:57,Travel,South Robert,Debit,Mobile,0
T104140,C2649,460.3,02-07-25 19:21,Entertainment,South Eugeneton,Debit,Web,0
T104141,C5176,384.37,12-08-25 13:41,Clothing,Parksburgh,Debit,Web,0
T104142,C5934,378.3,07-06-25 02:31,Electronics,Jenkinsburgh,Prepaid,Web,0
T104143,C9757,282.48,14-02-25 03:57,Health,South Tracy,Debit,Web,0
T104144,C6626,172.92,01-07-25 11:25,Clothing,New Damonburgh,Prepaid,Mobile,0
T104145,C8915,325.21,06-06-25 06:25,Gas,East Stephanie,Credit,POS,0
T104146,C3682,473.15,28-03-25 12:35,Entertainment,Richardmouth,Credit,Mobile,0
T104147,C6803,20.42,20-05-25 05:08,Health,West Michaelmouth,Debit,Mobile,0
T104148,C8593,437.34,23-03-25 01:23,Electronics,South Hannahmouth,Credit,POS,0
T104149,C6723,134.4,12-02-25 10:48,Entertainment,Johnland,Debit,Web,0
T104150,C9324,94.53,15-04-25 13:58,Entertainment,Port Diana,Debit,Mobile,1
T104151,C6184,142.97,01-06-25 04:38,Entertainment,Melissashire,Prepaid,POS,0
T104152,C3511,383.25,03-06-25 05:02,Health,Port Danielborough,Debit,POS,0
T104153,C4267,295.26,03-04-25 03:12,Clothing,East Janiceburgh,Debit,POS,0
T104154,C9735,202.52,24-06-25 13:27,Health,Meganfurt,Debit,POS,0
T104155,C7700,129.88,25-02-25 10:19,Travel,Lake Michael,Credit,Web,0
T104156,C1313,441.04,05-08-25 23:12,Electronics,Lindsayberg,Debit,POS,0
T104157,C8788,202.16,24-05-25 19:12,Electronics,South Tonyaland,Prepaid,Mobile,0
T104158,C2642,344.5,16-02-25 13:36,Entertainment,Lake Heather,Credit,POS,0
T104159,C5937,320.01,07-01-25 21:17,Health,West Danielhaven,Credit,Mobile,0
T104160,C6083,173.05,28-04-25 19:45,Health,New Jamesbury,Prepaid,POS,0
T104161,C6611,230.25,27-08-25 03:50,Clothing,Clarktown,Debit,POS,0
T104162,C5796,572.79,16-07-25 06:08,Clothing,Danielton,Debit,Mobile,0
T104163,C2521,323,16-03-25 00:15,Gas,Vickitown,Credit,Web,0
T104164,C7300,483.37,29-04-25 13:31,Clothing,Lewisville,Prepaid,Mobile,0
T104165,C8192,138.83,11-05-25 22:01,Clothing,East April,Debit,POS,0
T104166,C6736,505.32,26-08-25 13:59,Travel,New Nicholas,Debit,Web,0
T104167,C9390,411.12,02-07-25 06:33,Gas,New Stevenmouth,Prepaid,POS,0
T104168,C9417,183.35,15-03-25 06:30,Entertainment,Davisfurt,Debit,Web,0
T104169,C2941,358.34,27-06-25 02:51,Restaurants,North Gabrielshire,Credit,Mobile,0
T104170,C1602,181.78,12-07-25 21:18,Groceries,South Ann,Debit,Web,0
T104171,C9380,369.2,19-07-25 00:38,Travel,Cainview,Prepaid,Mobile,0
T104172,C6666,259.88,26-02-25 05:56,Gas,Brettchester,Debit,Mobile,0
T104173,C3244,392.13,10-08-25 10:28,Restaurants,West Daniellehaven,Prepaid,POS,0
T104174,C2913,347.31,07-03-25 23:58,Groceries,Michaelborough,Debit,POS,0
T104175,C5992,209.73,24-04-25 14:51,Entertainment,East Tabithaview,Prepaid,Web,0
T104176,C8207,110.3,17-06-25 09:31,Health,Johnton,Prepaid,Web,0
T104177,C3855,621.92,21-02-25 00:58,Restaurants,North Calvin,Credit,POS,0
T104178,C7678,248.54,24-02-25 06:27,Electronics,Lake Jeffery,Credit,Web,0
T104179,C7269,295.11,20-04-25 22:23,Restaurants,Chavezburgh,Credit,POS,0
T104180,C6152,200.84,13-02-25 04:59,Clothing,Wagnerside,Prepaid,Web,0
T104181,C6898,320.98,26-05-25 07:15,Clothing,East Toddberg,Prepaid,POS,0
T104182,C6258,312.06,21-02-25 14:05,Gas,East Jerry,Prepaid,Web,0
T104183,C4612,372.67,06-02-25 18:44,Health,New Stephen,Credit,Mobile,0
T104184,C7382,254.01,01-04-25 23:58,Entertainment,Burnsview,Debit,Web,0
T104185,C1485,131.79,08-02-25 22:37,Restaurants,New Jennifer,Debit,POS,0
T104186,C8530,225.26,14-04-25 02:03,Clothing,West John,Debit,Mobile,0
T104187,C2606,118.83,21-05-25 07:32,Travel,New Susan,Credit,Web,0
T104188,C7741,431.96,16-02-25 00:47,Health,New Timothy,Prepaid,Mobile,0
T104189,C8517,146.75,08-07-25 08:53,Health,East Elizabeth,Credit,POS,0
T104190,C7032,59.59,11-01-25 02:35,Travel,Port Joseph,Credit,POS,0
T104191,C2140,343.01,28-05-25 00:13,Health,Mooreland,Prepaid,Web,0
T104192,C8392,487.06,09-02-25 09:55,Health,Antonioview,Credit,Web,0
T104193,C4952,488.9,14-04-25 09:13,Travel,Claytonside,Prepaid,Mobile,0
T104194,C3111,524.79,21-06-25 07:59,Clothing,Jacobside,Credit,POS,0
T104195,C1286,82.28,22-08-25 13:07,Clothing,Lake Brianmouth,Prepaid,Web,0
T104196,C1388,334.83,15-01-25 15:01,Restaurants,Martinezville,Prepaid,POS,0
T104197,C8940,248.89,15-04-25 01:22,Restaurants,Morgantown,Debit,POS,0
T104198,C3635,525.65,06-02-25 00:17,Travel,South Daniel,Credit,POS,0
T104199,C7909,88.96,26-01-25 17:20,Groceries,Ramoschester,Prepaid,Web,0
T104200,C4424,354.5,15-03-25 03:34,Groceries,Christinetown,Debit,Web,0
T104201,C8544,210.27,26-01-25 03:28,Electronics,Carrborough,Debit,POS,0
T104202,C1526,443.28,01-03-25 07:07,Restaurants,Johnshire,Prepaid,Mobile,0
T104203,C8679,340.83,29-06-25 03:36,Restaurants,Brianshire,Credit,Web,0
T104204,C1925,346.18,10-06-25 19:21,Restaurants,Tonyborough,Debit,POS,0
T104205,C7038,165.81,30-07-25 03:53,Restaurants,New Joshua,Debit,Web,0
T104206,C2335,182.91,06-01-25 15:19,Restaurants,Jefferystad,Credit,Mobile,0
T104207,C2649,414.17,23-05-25 23:24,Entertainment,Lisaburgh,Prepaid,POS,0
T104208,C6468,396.88,27-08-25 05:53,Electronics,Nolanborough,Prepaid,POS,0
T104209,C3842,367.87,14-05-25 09:26,Gas,Johnsontown,Debit,Mobile,0
T104210,C6690,438.91,04-07-25 11:37,Health,Ruizbury,Credit,POS,0
T104211,C7709,552.43,23-02-25 11:09,Electronics,Carlosport,Debit,POS,0
T104212,C5039,506.56,10-05-25 09:15,Gas,Smithchester,Debit,Mobile,0
T104213,C6368,151.85,13-01-25 06:26,Travel,Christophermouth,Debit,Web,0
T104214,C5659,24.71,07-05-25 05:23,Gas,West Billyhaven,Debit,Web,0
T104215,C9371,159.72,14-04-25 02:17,Clothing,West Larry,Debit,Mobile,0
T104216,C4190,303.86,04-08-25 19:06,Entertainment,Danielsmouth,Credit,POS,0
T104217,C4255,408.24,08-07-25 05:09,Clothing,North Karen,Credit,POS,0
T104218,C8242,463.97,05-04-25 18:03,Groceries,Michaelville,Prepaid,POS,0
T104219,C4089,464.52,06-01-25 13:08,Groceries,North Victorbury,Prepaid,Web,0
T104220,C2200,259.18,11-05-25 10:54,Electronics,Port Kimberly,Debit,Mobile,0
T104221,C4362,268.18,28-02-25 00:39,Gas,Jennifershire,Prepaid,POS,0
T104222,C7304,171.23,20-01-25 03:50,Health,Anthonymouth,Credit,POS,0
T104223,C9692,631.99,08-01-25 23:41,Electronics,Floresville,Debit,POS,0
T104224,C7983,451.73,22-03-25 06:03,Entertainment,Ruthville,Prepaid,POS,0
T104225,C2526,471.73,22-01-25 10:07,Groceries,Jasonberg,Credit,Web,0
T104226,C6866,404.85,01-07-25 03:45,Electronics,Taylorville,Credit,POS,0
T104227,C6538,569.94,27-08-25 07:12,Clothing,Kaylashire,Prepaid,POS,0
T104228,C8273,40.71,04-02-25 22:44,Clothing,North Ashley,Credit,POS,1
T104229,C6536,375.33,03-04-25 02:24,Clothing,East Danielfort,Credit,Web,0
T104230,C1240,227.06,15-07-25 10:35,Restaurants,Frankchester,Debit,Mobile,0
T104231,C8414,539.46,06-03-25 13:28,Groceries,Arthurhaven,Debit,Mobile,0
T104232,C4263,278.36,21-05-25 10:51,Travel,Bauerton,Credit,POS,0
T104233,C1285,277.25,01-05-25 23:13,Clothing,Dukestad,Credit,POS,0
T104234,C9265,397.58,23-06-25 15:54,Restaurants,Hernandezbury,Debit,Web,0
T104235,C9687,36.69,09-08-25 11:40,Clothing,Theresaland,Credit,Mobile,0
T104236,C3076,13.26,23-07-25 04:35,Gas,Kevinburgh,Debit,Mobile,0
T104237,C5362,474.71,10-01-25 10:16,Entertainment,Alvareztown,Credit,Mobile,0
T104238,C3359,522.05,21-01-25 06:39,Groceries,Davidfort,Prepaid,Web,0
T104239,C9439,390.9,23-04-25 07:38,Clothing,Brianstad,Prepaid,POS,0
T104240,C5094,487.02,26-02-25 18:06,Electronics,Lake Isaiahchester,Prepaid,Mobile,0
T104241,C3036,244.61,31-01-25 19:17,Groceries,Connieside,Prepaid,Mobile,0
T104242,C5705,111.48,11-05-25 09:57,Travel,North Kathleenview,Prepaid,POS,0
T104243,C9406,153.25,26-07-25 17:02,Travel,Stokesland,Debit,POS,0
T104244,C8862,395.58,18-02-25 21:57,Health,Clinemouth,Prepaid,Web,0
T104245,C4119,448.04,04-08-25 08:12,Gas,East Shanefort,Prepaid,Mobile,1
T104246,C6113,412.21,24-03-25 03:04,Gas,Port Stephanie,Prepaid,Mobile,0
T104247,C5004,415.52,20-05-25 07:45,Groceries,Garciamouth,Debit,POS,0
T104248,C4880,223.02,29-08-25 07:59,Restaurants,Vasquezborough,Prepaid,POS,0
T104249,C6164,572.6,18-01-25 06:43,Travel,Rickyfort,Credit,Mobile,0
T104250,C6808,39.74,04-08-25 03:59,Gas,Kimport,Credit,Mobile,0
T104251,C3145,197.26,12-02-25 12:18,Restaurants,Walkerfort,Prepaid,Web,0
T104252,C3774,222.31,12-02-25 03:42,Electronics,Lake Justinburgh,Credit,Web,0
T104253,C1799,466.98,19-06-25 12:11,Clothing,Jaimefurt,Prepaid,POS,0
T104254,C1477,435.07,30-03-25 07:37,Groceries,New Andrea,Credit,Mobile,0
T104255,C5924,440.18,02-03-25 11:05,Restaurants,East Christinaport,Credit,Web,0
T104256,C7143,505.16,06-04-25 20:19,Gas,Lesliehaven,Debit,Web,0
T104257,C7162,511.98,10-07-25 00:23,Groceries,Zamoratown,Prepaid,Mobile,0
T104258,C5452,193.4,07-04-25 01:05,Gas,West Jasmineville,Debit,Mobile,0
T104259,C6321,465.6,25-05-25 12:30,Entertainment,West Eric,Prepaid,POS,0
T104260,C8070,443.51,07-04-25 03:07,Restaurants,East Stevenshire,Credit,POS,0
T104261,C6227,431.79,25-03-25 08:53,Gas,Carterview,Prepaid,Mobile,0
T104262,C2446,150,29-04-25 19:32,Travel,Rodriguezton,Credit,POS,0
T104263,C9961,489.33,09-03-25 13:19,Travel,Stuartview,Debit,Mobile,0
T104264,C7883,505.08,16-05-25 20:28,Travel,South Kristina,Prepaid,POS,0
T104265,C1550,440.92,18-02-25 04:59,Gas,North Jeromeville,Credit,Web,0
T104266,C6544,385.47,31-05-25 17:12,Travel,Bakershire,Debit,POS,0
T104267,C4684,129.96,16-08-25 02:15,Health,Lake Daniel,Debit,Web,0
T104268,C1951,197.5,22-02-25 14:47,Travel,Andersonbury,Prepaid,POS,0
T104269,C8149,182.08,02-01-25 22:32,Entertainment,Ryanhaven,Prepaid,POS,0
T104270,C6567,131.19,16-04-25 22:02,Groceries,Williamsstad,Debit,POS,0
T104271,C1675,239.06,17-06-25 22:09,Entertainment,Lake Jamesmouth,Debit,Mobile,0
T104272,C1860,319.37,25-05-25 20:17,Restaurants,West Samanthaside,Credit,POS,0
T104273,C9010,438.02,13-07-25 07:56,Travel,Lake Nathanfort,Prepaid,POS,0
T104274,C5552,548.15,03-07-25 10:23,Health,North Virginia,Debit,Mobile,0
T104275,C9807,497.54,24-01-25 16:26,Entertainment,Esteschester,Credit,Mobile,0
T104276,C8548,358.46,31-08-25 15:47,Health,Port Ashleymouth,Debit,Mobile,0
T104277,C3191,141.72,23-05-25 11:25,Groceries,Thomasport,Credit,POS,0
T104278,C3327,187.9,19-07-25 06:01,Restaurants,Jennaberg,Credit,Web,0
T104279,C3735,422.31,18-03-25 21:13,Travel,Kellyfort,Credit,Mobile,0
T104280,C5604,521.56,10-02-25 22:40,Electronics,West Brettton,Prepaid,Mobile,0
T104281,C9354,117.21,29-07-25 02:08,Health,Albertborough,Prepaid,Mobile,0
T104282,C8052,349.38,11-07-25 05:05,Restaurants,Dylanton,Prepaid,Mobile,0
T104283,C2959,215,24-06-25 02:52,Groceries,Arianafort,Credit,Mobile,0
T104284,C4416,212.59,07-08-25 13:30,Restaurants,Lindaland,Prepaid,Web,0
T104285,C2650,185.18,20-06-25 19:35,Electronics,Port Andrea,Prepaid,Mobile,0
T104286,C9156,139.02,19-02-25 12:13,Groceries,Port Jenniferburgh,Debit,Web,0
T104287,C8824,525.53,27-05-25 17:33,Clothing,Weaverborough,Prepaid,Web,0
T104288,C2455,471.61,28-05-25 22:29,Groceries,North Erikfort,Credit,Web,0
T104289,C5062,413.04,21-07-25 22:38,Clothing,Loweberg,Prepaid,POS,0
T104290,C4423,254.79,11-06-25 07:00,Clothing,New Dwayneville,Credit,Web,0
T104291,C8100,250.87,10-08-25 12:12,Clothing,Barberfurt,Credit,POS,0
T104292,C9364,413.08,18-03-25 16:09,Groceries,East Ashley,Prepaid,Web,0
T104293,C4369,70.82,28-05-25 09:57,Health,Amandamouth,Debit,Mobile,0
T104294,C8190,223.92,18-06-25 21:33,Electronics,West Katherinefort,Debit,Mobile,0
T104295,C7927,428.85,01-03-25 14:13,Entertainment,West Dillonfort,Debit,Mobile,0
T104296,C4464,379.83,23-06-25 01:55,Travel,Savannahview,Debit,POS,0
T104297,C2164,129.01,05-05-25 17:34,Clothing,Lake Rebeccaport,Prepaid,POS,0
T104298,C8256,160.37,19-03-25 17:41,Restaurants,Benjaminhaven,Prepaid,POS,0
T104299,C7318,490.1,07-06-25 04:46,Clothing,Stephanieburgh,Prepaid,Web,0
T104300,C4264,241.34,04-01-25 04:21,Restaurants,West Jeffreyburgh,Prepaid,POS,0
T104301,C7376,472.07,30-03-25 13:04,Entertainment,Welchport,Debit,Web,0
T104302,C8280,391.12,29-03-25 10:39,Health,Osbornside,Prepaid,Web,0
T104303,C9993,89.2,13-05-25 21:50,Electronics,Parkerville,Prepaid,Web,0
T104304,C6141,254.99,08-01-25 02:13,Entertainment,Lake Jenniferberg,Debit,Web,0
T104305,C3453,105.68,17-02-25 09:25,Health,Raymondbury,Debit,POS,0
T104306,C6454,196.76,24-03-25 22:42,Restaurants,Abigailport,Credit,Mobile,0
T104307,C1171,348.95,17-03-25 17:55,Travel,Elizabethmouth,Prepaid,Web,0
T104308,C4119,504.21,10-07-25 05:51,Restaurants,Harrisland,Debit,Mobile,0
T104309,C7644,275.02,06-04-25 20:20,Gas,New Jameschester,Credit,Mobile,0
T104310,C5929,497.29,25-01-25 16:08,Entertainment,North Sheilamouth,Prepaid,Mobile,0
T104311,C5505,221.59,27-03-25 15:31,Entertainment,South Todd,Debit,Web,0
T104312,C3344,100.93,12-04-25 02:27,Entertainment,Hickmanview,Debit,POS,0
T104313,C5111,554.73,12-04-25 04:35,Electronics,South Jamesfort,Prepaid,Mobile,0
T104314,C3633,273.76,01-04-25 22:43,Gas,South Eric,Prepaid,POS,0
T104315,C7984,32.65,04-04-25 01:20,Electronics,New Gracehaven,Credit,POS,0
T104316,C7637,187.59,06-02-25 08:26,Clothing,North Kerry,Debit,POS,0
T104317,C8427,364.89,19-08-25 02:25,Entertainment,North Patrickport,Credit,Mobile,0
T104318,C5977,166.41,03-05-25 09:19,Entertainment,Lynchview,Prepaid,Mobile,0
T104319,C4978,240.98,16-05-25 23:11,Electronics,Brianfurt,Debit,Web,0
T104320,C8809,358.3,17-04-25 12:11,Electronics,East Kevin,Credit,Mobile,0
T104321,C5456,424.91,05-01-25 14:29,Restaurants,New Jennifer,Credit,POS,0
T104322,C1602,126.11,27-07-25 19:03,Groceries,Port Angela,Prepaid,POS,1
T104323,C5120,523.21,18-03-25 12:10,Travel,Lake Cindyport,Debit,POS,0
T104324,C1444,210.26,23-06-25 18:13,Restaurants,Johnsonfurt,Credit,Web,0
T104325,C8863,59.79,17-08-25 07:22,Groceries,North Nancyview,Prepaid,Mobile,0
T104326,C8825,276.57,28-08-25 14:49,Clothing,East Amanda,Prepaid,POS,0
T104327,C5054,96.96,10-05-25 10:39,Electronics,Whitehaven,Credit,Mobile,0
T104328,C9086,415.65,02-04-25 10:40,Gas,Johnsonbury,Credit,Web,0
T104329,C7764,132.02,11-06-25 18:58,Gas,East Rachelton,Credit,Web,0
T104330,C7747,211.14,01-03-25 23:08,Health,Evanside,Debit,POS,0
T104331,C9602,213.83,13-04-25 22:29,Restaurants,Freemanland,Credit,Web,0
T104332,C6129,231.75,01-04-25 18:03,Health,Jamiestad,Credit,Mobile,0
T104333,C4992,537.54,26-02-25 09:55,Groceries,East Makaylaborough,Debit,Mobile,0
T104334,C3134,172.92,01-01-25 11:25,Gas,Ashleymouth,Debit,Mobile,0
T104335,C3546,193.03,23-02-25 01:43,Restaurants,Kristopherborough,Credit,POS,0
T104336,C4680,411.35,10-05-25 01:52,Entertainment,Port Brandybury,Prepaid,Mobile,0
T104337,C6967,147.5,18-01-25 09:17,Gas,New Spencerside,Credit,Web,0
T104338,C9107,273.79,07-07-25 14:56,Clothing,Port Joe,Credit,Mobile,0
T104339,C4221,187.26,12-05-25 23:13,Clothing,North Anna,Debit,Web,0
T104340,C6489,172.54,28-02-25 02:06,Travel,Rickyton,Prepaid,Mobile,0
T104341,C2502,194.37,09-08-25 09:18,Groceries,Port Tylerchester,Prepaid,Mobile,0
T104342,C2406,289.83,28-01-25 04:04,Clothing,Lake Tammymouth,Credit,Web,0
T104343,C6039,269.98,13-04-25 19:56,Electronics,Georgeburgh,Credit,POS,0
T104344,C3861,325.66,17-07-25 21:56,Electronics,Carterville,Debit,Web,0
T104345,C5967,184.06,10-05-25 13:52,Entertainment,Lake Joseburgh,Credit,POS,0
T104346,C1101,412.42,03-06-25 16:49,Electronics,New Dwayne,Prepaid,Web,1
T104347,C7612,317.14,21-04-25 07:20,Groceries,Lake Samanthashire,Debit,POS,0
T104348,C4790,221.89,27-04-25 19:08,Gas,Conwayshire,Prepaid,Web,0
T104349,C7807,458.29,16-07-25 23:18,Health,Kimberlyland,Prepaid,Mobile,0
T104350,C4931,439.87,26-07-25 10:04,Groceries,West Kelly,Prepaid,POS,0
T104351,C3079,317.58,15-08-25 16:09,Gas,Wheelermouth,Credit,Mobile,0
T104352,C6137,121.09,04-06-25 00:27,Entertainment,Martinezton,Debit,POS,0
T104353,C2534,365.9,31-07-25 04:27,Restaurants,Littleport,Prepaid,Mobile,0
T104354,C7168,509.84,06-08-25 15:18,Clothing,North Stephanie,Credit,Web,0
T104355,C8888,151.12,15-02-25 19:36,Travel,Port Megan,Debit,Web,0
T104356,C8217,562.13,18-01-25 13:23,Groceries,South Eric,Prepaid,POS,0
T104357,C5513,436.92,22-03-25 04:08,Entertainment,Lake Bradley,Credit,Web,0
T104358,C6743,504.6,14-07-25 07:39,Health,Bobbymouth,Credit,POS,0
T104359,C5226,391.31,12-04-25 06:22,Gas,Taylorport,Credit,Mobile,0
T104360,C1766,340.53,01-06-25 02:07,Restaurants,Lopezchester,Credit,POS,0
T104361,C9010,130,01-05-25 16:15,Travel,Williamsshire,Credit,Web,0
T104362,C1544,584.69,03-06-25 20:12,Health,Williamtown,Credit,POS,0
T104363,C4461,366.66,14-05-25 18:00,Entertainment,Michaelton,Credit,Mobile,0
T104364,C5448,150.73,26-03-25 17:22,Entertainment,East Ernest,Prepaid,Mobile,0
